,song,lyrics
62,slumpkoreanversion,  어디가 나 여기 남아 있잖아 제발 두고 가지 마 한 시간만 난 지금 아니면 안 된단 말이야 이 시간아  미친 말처럼 초침은 달려 지금 날 데려가 혼자 머물러 있으며 과거를 즐기자는 말 하지 마 외톨이 같은 기분 나 홀로 비참하게 도태되기는 싫단 말이야 take me to you now  too fast 너의 걸음에 맞추다 넘어져 아직 난 여전히 이곳에 서 있어 불과 몇 달 전 나와 같이 걷던 이 길에  나 홀로 walking on the way 너무 추워 이 거린 so cold 점점 내 걸음걸이 느려빠진 slow mode  항상 앞서가던 내 모습은 다 black or white 사진처럼 이미 지난 일이 됐어  이러다 여기 혼자 멈춰질까 두려워 꿈을 꾸며 달리던 기차는 고장 나고  여전히 눈앞에 아른거리는 많은 섬 그곳에 나 혼자 못 닿을까봐 두려워 ey  하루 종일 머리 감싸며 핑 도는 눈물 항상 같은 자리 똑같은 식상한 노래와 가사 모든 게 1년 전과 같은 느낌  제발 좀 잘해봐 어디 가서 부끄럽지 않을 수 있게 yeah 나 자신을 볼 때 나도 웃으면서 내 모습 자랑스럽게  수많은 사람들 앞에 나를 다 내보였을 때 요즘은 조금씩 창피해 초라한 내 모습 어떨까 ey 나만 빼고 모두가 앞으로 걸어가 항상 나와 걷던 그들도 이제는 조금씩 멀어져 내 눈에도 보이지가 않아 yeah yeah  too fast 너의 걸음에 맞추다 넘어져 아직 난 여전히 이곳에 서 있어 불과 몇 달 전 나와 같이 걷던 이 길에  나 홀로 walking on the way 너무 추워 이 거린 so cold 점점 내 걸음걸이 느려빠진 slow mode  항상 앞서가던 내 모습은 다 black or white 사진처럼 이미 지난 일이 됐어  이러다 여기 혼자 멈춰질까 두려워 꿈을 꾸며 달리던 기차는 고장 나고  여전히 눈앞에 아른거리는 많은 섬 그곳에 나 혼자 못 닿을까봐 두려워 ey 
63,mixtapegonedays,  시간이 멈췄어 신호등 안 바뀌어 나이는 계속 들어 but we aint moving on  기억에 머물러 그래서 안 바뀌어 시야는 좁아져 눈 좀 떠 uh  이해는 돼 그 당시에 다 그랬다는 걸 근데 난 왜 그걸 이제 들어야 하는겨 you think youre right nobodys right 오직 의견 그때는 그때 지금은 지금 제발 놔줘  매일 똑같은 말 지겹지도 않아 알고 보니 말한 기억도 안 나는  gone days 왜 자꾸 다 안된다는 건데 지나간 과거 신경 꺼 ey this is the new generation go away gone days  꼰대 woah go away 꼰대 woah uh oh  이것저것 말해줘도 비염 세척하는 것처럼 흘려 이상하게 뭔 말만 해도 난 잔소리밖에 안 들려 흠 과거 속에 갇혀 있다고 나도 끌어당기지 마  어찌 보면 조금 불쌍한 것 같아 ill tell you why 인생 선배 입장에서 가르치고 싶은 마음 10년 20년 후 성공했으면 하니까 신경 써줘서 고맙기도 해  매일 똑같은 말 지겹지도 않아 알고 보니 말한 기억도 안 나는  gone days 왜 자꾸 다 안된다는 건데 지나간 과거 신경 꺼 ey this is the new generation go away gone days  꼰대 woah go away 꼰대 woah uh oh  꼰대 woah go away 꼰대 woah uh oh  gone days 어차피 올해도 끝났는데 나 때는 말이야 그만 좀 해 더 이상 참기가 힘들어 ey  gone days 걱정돼서 그러는 거 이해해 그래도 한번 믿어줘 ey 다가올 미래를 책임질게 let me be myself  gone days 왜 자꾸 다 안된다는 건데 지나간 과거 신경 꺼 ey this is the new generation go away gone days  gone days 왜 자꾸 다 안된다는 건데 지나간 과거 신경 꺼 ey this is the new generation go away gone days  
64,mixtapeontrack,  이건 바보라도 알아 너만 한 건 내게 없다고 다시 널 향해 one more step i will never stop 돌아서면은 안돼  늦었다 너에게 돌아가는 길의 막차가 끊겼다 조금 더 서두를 걸 이 후회도 이미 늦었다 하늘은 아직 파란데 왜 내 모든 게 흐려져 흐릿한 시야 속 너만 선명하게 그려져 그때 내가 이 못난 자존심 좀 버릴걸 이제서야 후회해 기회를 놓쳐 버린걸  어떤 이유에서인지 다가서지 못한 내가 너무 밉다 어떤 이유를 대서라도 이 상황을 막았어야 했는데 붙잡았어야 했는데 가지 마 떠나지 마 뒤돌아 봐줘 제발 가지 마 여기서 좀 더 멀어진다면 나 혼자 무너질지도 몰라  이건 바보라도 알아 너만 한 건 내게 없다고 다시 널 향해 one more step i will never stop 돌아서면은 안돼 내가 바보라서 알아 너 없이는 살 수 없다고 다시 널 향해 one more step i will never stop ill always be on track  너의 발걸음에 맞춰 걸었는데 잠깐 길을 잃었다 어렵게 네가 남긴 발자국을 따라 걸어도 다가가는 길목마다 머릿속에 소용돌이쳐 나만 이렇게 그리운 걸까 너는 얼마나 멀어진 걸까 우리 함께 할 순간 그 이상 속에 너무 익숙해져 버려 일상이 돼버렸는데  어떤 이유에서인지 멀게 느껴지는 네가 너무 밉다 어떤 이유를 대서라도 이 상황을 막았어야 했는데 붙잡았어야 했는데 가지 마 떠나지 마 뒤돌아 봐줘 제발 가지 마 돌이킬 수 없는 실수는 없어 더 이상 의미 없는 하루를 멈춰  이건 바보라도 알아 너만 한 건 내게 없다고 다시 널 향해 one more step i will never stop 돌아서면은 안돼 내가 바보라서 알아 너 없이는 살 수 없다고 다시 널 향해 one more step i will never stop ill always be on track  시간이 흐르고 흘러도 변함없는 간절함이 너를 찾게 하는 거야 매일 밤마다 나를 찾아와 또 애타게 하는 너  더 애타게 하는 너 아프게도 하는 너 i dont know i dont know i dont know i dont know 절대 널 놓지 못해 절대 널 놓지 못해 내가 어떻게 널 놓을 수 있겠냐고  네가 없는 하루를 걷기엔 발걸음이 너무도 무겁다 다시 널 향해 one more step i will never stop ill always  내가 바보라서 알아 너 없이는 살 수 없다고 다시 널 향해 one more step i will never stop ill always be on track  
65,thetortoiseandthehare,  go go go 生  빨리 빨리 빨리 갈 필요 없어 걍 천천히 가면 돼 시간이 빨리빨리 간다 해도 난 상관없어 뭐 어때  지금 내 시간 내 템포가 금보다 비쌀 때니까 난 시간 따라 가지 않고 날 따라가면 돼  거북이 왈 빨리 빨리 빨리 빨리 토끼 왈 느려느려느려느려 느려느려느려느려 느려느려느려느려 느려느려느려느려 느려느려느려느려 느려느려느려느려 느려도 넌 너무 느려 너 땜에 난 속이 터져 아 숨차니까 잠시 쉬었다 가야겠다 하다가 결국엔 거북이 승  빨리 가기 싫어 그냥 놀래 놀부처럼 놀래 빨리 가기 싫어 그냥 놀래 흥부자가 될래 놀래  고생 끝을 향해 i go i know you know we know we know 흘러가는 시간대로 i know you know we know we know  고생 끝을 향해 i go i know you know we know lee know 흘러가는 시간대로 i know you know we know we know  빨리빨리 하라니까 아직까지 쓰고 앉아있냐 왜 이렇게 느릿느릿 답답해 달려 저기까지 10초 1초라도 늦는다면 뭐 잘 모르겠지만 빠른 게 좋잖니  가라고 가라고 가라고 가라고 가라고 가라고 가라고 가라고 가라고 가라고 가라고 가라고 가라고 가라고 아 빨리  gotta go gotta go gotta go gotta go gotta go gotta go gotta go gotta go wait wait wait wait wait 야 잠만  천천히 가 yeah 천천히 가 yeah  slow it down 모두 모두 slow it down 두뇌 회전은 모노레일처럼 다 slow it down 달팽이가 집 버려도 어차피 민달팽이 뭐 그렇게도 급해 걍 느리게 기어도 its all right  사실 맘은 다급해도 다 급한 일이 아니면 사실 다 귀찮은 거 다 알아 걍 천천히 가 그래 너는 비행기 타고 날아가라 나는 무궁화호 타고 기차여행 할란다  livin my pace now now now livin my pace now now now im gonna go 나만의 시간대로 go i take it slow  go go go 生  빨리 가기 싫어 그냥 놀래 놀부처럼 놀래 빨리 가기 싫어 그냥 놀래 흥부자가 될래 놀래  고생 끝을 향해 i go i know you know we know we know 흘러가는 시간대로 i know you know we know we know  고생 끝을 향해 i go i know you know we know lee know 흘러가는 시간대로 i know you know we know we know  둥글게 둥글게 지구는 둥글대 빨리 달려봤자 어차피 결국엔 제자리 돌아올게 뻔하네 푸르네 푸르네 하늘은 푸르네 여유있게 푸른 하늘 바라보며 음악을 전파해  
66,backdoor,  hey you wanna come in  다 치워 이제 들어가 저번 건 입가심 umm 이젠 본편으로 party 감당 안 됨 빠지지 yeah  에고 어기어차 참 뻐근한 거 다 풀고 맘대로 즐겨 누구라도 불 끄고 눈 밝혀라 밤새 억눌렀던 흥을 끌어모아 방생  손잡이를 돌려 내가 원하던 걸 다 볼래 이 문 앞에서 들리는 음악 소리 내 목소리가 터지도록 외쳐 멈칫할 시간 따윈 없어  hey come inside now hey  관계자 외 출입금지 여긴 back door 관계자 외 출입금지 여긴 back door 관계자 외 출입금지 여긴 back door 관계자가 되고 싶다면  ey 여기까지가 끝인가 보오 머리 쓸 시간 ready to go 고생했어 주인 잘못 만난 몸 호강 시켜 줄게 따라와라와라 back door  세콤 아니니까 괜찮네 지금 들려오는 이 소리는 팡파르 밤새 놀아보자 필요한 건 more caffeine 오려면 오든가 암호는 열려라 참깨  달라 보여 모든 게 완벽해지는 이 순간 두 눈앞에서 펼쳐지는 fantasy 내 목소리가 터지도록 외쳐 멈칫 할 시간 따윈 없어  hey come inside now hey  관계자 외 출입금지 여긴 back door 관계자 외 출입금지 여긴 back door 관계자 외 출입금지 여긴 back door 관계자가 되고 싶다면 knock knock  lights out yeah 시간이 지나갈수록 더 화려해지는 이 순간 yeah we gon do it right now do it right now baby  이제부터 정신 차려 이 세계를 눈에 담아 심장 울려 rum pum pum pum  make em say wow wow wow yeah 다들 불러와 와 와 ey 노래 불러라 라 라 hey 3 2 1  관계자 외 출입금지 여긴 back door 관계자 외 출입금지 여긴 back door 관계자 외 출입금지 여긴 back door 관계자가 되고 싶다면 knock knock  종 때리고 미쳐 날뛰어 오늘도 we do our thang 종 때리고 미쳐 날뛰어 오늘 밤도 짖어 ey  종 때리고 미쳐 날뛰어 오늘도 we do our thang 종 때리고 미쳐 날뛰어  hey you wanna come in  
67,bme,  i gotta free me 너에게서 멀리 멀어질수록 가까워져 no worries nobody cant stop me 너를 놓아 겁 없이 gotta free me no worries  난 이제 너를 떠나 be me 지겹게 머릿속을 헤집었던 난 이제 너를 떠나 be me 너를 보낼수록 난 높이 날아  날 헤매게 했던 너 say goodbye 마주칠 일 없어 no second time 널 찾으려 했던 난 괴롭다 돌아봐도 거기 넌 없었다 yeah yeah  maybe im not ready 잡힐 듯했어 매일이 달아나 더 저 멀리로 저기 어디로 네가 없는 곳  i gotta free me 너에게서 멀리 멀어질수록 가까워져 no worries nobody cant stop me 너를 놓아 겁 없이 gotta free me no worries  난 이제 너를 떠나 be me 지겹게 머릿속을 헤집었던 난 이제 너를 떠나 be me 너를 보낼수록 난 높이 날아  차가워진 눈빛 널 보내려는 손짓 꿈꾸던 story 끄적거리다 끝났지 집착에 목이 메다 써 내려간 별거 아닌 결말 눈밭에 모래성을 짓고 있던 우린 서로를 위해 서로를 떠나  널 가지면 아팠고 내려놓기엔 불안해서 삭막한 내 현실에 시야는 좁고 너무 불안했어 손 끝자락에 널 붙잡아 놓고 꽉 쥐고 흔들어 널 날려 보내 저 멀리  i gotta free me 너에게서 멀리 멀어질수록 가까워져 no worries nobody cant stop me 너를 놓아 겁 없이 gotta free me no worries  난 이제 너를 떠나 be me 지겹게 머릿속을 헤집었던 난 이제 너를 떠나 be me 너를 보낼수록 난 높이 날아  홀가분해 now imma be me 붙잡았던 아쉬운 마음도 사라져 뜨거운 너의 빛을 등지고 just let me go  i gotta free me 너에게서 멀리 멀어질수록 가까워져 no worries nobody cant stop me 너를 놓아 겁 없이 gotta free me no worries  난 이제 너를 떠나 be me 지겹게 머릿속을 헤집었던 난 이제 너를 떠나 be me 너를 보낼수록 난 높이 날아  oh oh eh oh oh oh eh oh oh oh eh oh  oh oh eh oh oh oh eh oh oh oh eh oh  oh oh eh oh oh oh eh oh oh oh eh oh  oh oh eh oh oh oh eh oh oh oh eh oh  
68,any,  너는 지금 행복하니 아니 너 그거 좋아하는 거니 아니 그럼 네가 좋아하는 것은 아니 아니 그럼 원하는 게 뭐니 뭐니 해도 많이  원하는 건 많은데 원하는 대로 안 돼 원하던 거 하는데 원하는 대로 안 돼 생각한 건 많은데 생각하는 대로 안 돼 말하는 대로 맘대로 생각대로 안 돼  blurry lines yeah yeah yeah so many so many any anything 아니 아니야야 blurry lines yeah yeah yeah so many so many any anything 아니 아니야야  이것도 아닌데 저것도 아냐 what do you want baby what do you want  별의 별건 많아 근데 다 별로 별의 별건 많아 근데 다 발로 전부 다 걷어차게 돼 가야 하나 저 다른 별로 저 별로  별의 별건 많아 근데 다 별로 별의 별건 많아 근데 다 발로 전부 다 걷어차게 돼 다 아니 아니 아니 ow  물어봐라 다 다 maybe im gonna say no 원하는 건 많지만 알아 내 입맛은 미식가지 까다로워  아니 내 말은 그게 아니고 고구마네 사이다 얻다 뒀어 보기 몇 가지를 두고 봐도 항상 맘에 드는 건 딱히 없어  blah blah blah 원하는 건 많아 일등석 그것보다 high class 아니 아니 근데 이건 또 아닌가 no no no no i dont know  blurry lines yeah yeah yeah so many so many any anything 아니 아니야야 blurry lines yeah yeah yeah so many so many any anything 아니 아니야야  이것도 아닌데 저것도 아냐 what do you want baby what do you want  별의 별건 많아 근데 다 별로 별의 별건 많아 근데 다 발로 전부 다 걷어차게 돼 가야 하나 저 다른 별로 저 별로  별의 별건 많아 근데 다 별로 별의 별건 많아 근데 다 발로 전부 다 걷어차게 돼 다 아니 아니 아니 ow  똑같은 말 귀찮게 넌 말 한마디 꺼내지도 마 골라도 다 애매하고 원하는 것도 모르잖아  아니 아니 진짜 다 싫은 건 아닌데 오히려 원하는 게 많은데 이상해 뭔가 안 끌려 말하는 것마다 다 별로  별의 별건 많아 근데 다 별로 별의 별건 많아 근데 다 발로 전부 다 걷어차게 돼 가야 하나 저 다른 별로 저 별로  별의 별건 많아 근데 다 별로 별의 별건 많아 근데 다 발로 전부 다 걷어차게 돼 다 아니 아니 아니 ow  
69,ex,  유난히 차갑던 그 날의 말투 유난히 많았던 그 날의 하품 하루 이틀 또 핑계가 된 바쁨 결국엔 티 났던 식어버린 마음  미안하단 말을 남긴 채 너와 손을 떨며 써 내려간 슬픈 결말 떠나보내 놓고 난 아프죠 내가 그래 놓고 왜 내가 아프죠  고맙다는 말도 못 한 채 너와 말을 떨며 주고받은 날카로운 말 멀쩡한 척해도 거짓말 못 하는 그리움이 날 후회하게 만들죠  다 깨져버린 추억들 속에 널 찾아 붙잡아봤자 너의 눈물만 떠올라  그땐 내가 미쳐 돌았나 봐 너 없는 시간 난 자신이 없는데 결국 너밖엔 없는데 잠깐 미쳤던 거야  그땐 내가 미처 몰랐나 봐 너 없는 공간 숨쉬기도 벅찬데 뭘 믿고 그랬을까 미친 놈이었던 날  욕해도 좋아 맘껏 욕 욕 욕해 woah yeah woah yeah 욕해도 좋아 실컷 욕 욕 욕해 날 향한 증오가 화 정도가 될 때까지 화가 풀려 다시 돌아갈 수 있다면  할 말 다 털어놓은 상태 서로 안 맞았던 걸로 포장해 사실 너를 만나는 중에 딴 사람도 눈에 들어왔던 게 나의 죄  무슨 일 있냐고 물어보는 너의 목소리를 들었을 때 절레절레 신경 쓰지 말라고 말했었던 난데 그 말을 뱉은 내가 더 신경 쓰여 왜  다 깨져버린 추억들 속에 널 찾아 붙잡아봤자 너의 눈물만 떠올라  그땐 내가 미쳐 돌았나 봐 너 없는 시간 난 자신이 없는데 결국 너밖엔 없는데 잠깐 미쳤던 거야  그땐 내가 미처 몰랐나 봐 너 없는 공간 숨쉬기도 벅찬데 뭘 믿고 그랬을까 미친 놈이었던 날  주제도 모르고 너를 놓치고 후회만 하는 내가 너무도 밉다 주체를 못 하고 보고 싶은데 yeah 저 멀리 멀어져 닿을 수 없는 널 잊지 못하는 고통 속에 살아가  그땐 내가 미쳐 돌았나 봐 너 없는 시간 난 자신이 없는데 결국 너밖엔 없는데 잠깐 미쳤던 거야  그땐 내가 미처 몰랐나 봐 너 없는 공간 숨쉬기도 벅찬데 뭘 믿고 그랬을까 미친 놈이었던 날  욕해도 좋아 맘껏 욕 욕 욕해 woah yeah woah yeah 욕해도 좋아 실컷 욕 욕 욕해 날 향한 증오가 화 정도가 될 때까지 화가 풀려 다시 돌아갈 수 있다면  
70,wego,  oh imma run far 어디로든 가 신경 쓰지 않아 we go 어디든 날아가 we go 어디든 imma fly all day  oh imma run far 어디로든 가 신경 쓰지 않아 we go 어디든 날아가 we go 어디든 imma fly all day  어디로 가야 돼 maybe i wanna go somewhere 내가 쉴 수 있는 곳으로 어디든 가볼 게 그게 집이든 밖이든 상관없이 just chillin 걱정만 가득했던 어제는 버리고 빛이 발하는 낙원을 찾아서 가고파 뭐 급할 것 없이 걍 슬슬 찾아볼까나 내 걸음걸이 물씬 풍겨 여유롭지 굳이 뛰거나 기거나 무서워할 것 없이 걍 둘러보는 경치  서울 to 부산 바다 보면서 걸어 왼손에 아메리카노 한잔 울적할 땐 훌쩍 떠나지 한국 넘어서 해외로 날아 월화수목금토일 쉬는 날이 없이 걍 걸어 다니지 오늘은 어디가 고민하다가 날 새지  oh imma run far 어디로든 가 신경 쓰지 않아 we go 어디든 날아가 we go 어디든 imma fly all day  oh imma run far 어디로든 가 신경 쓰지 않아 we go 어디든 날아가 we go 어디든 imma fly all day  국내 넘어 세계로 손을 뻗어 내게로 여행은 지구보단 우주로 배워야 해 외계어 하바다 하마나나 가바다 가마나나 방금 한 말 통역은 et가 안녕하세요 반갑습니다  사진 찍기 취향은 아냐 근데 갈 곳 많으니 이젠 내 취미 어디를 가든 기념사진 찍어 하나 둘 셋 하면 비니 꽃이 피지 비니비니 하니까 비니 생각나네 추운 날씨엔 역시 비니 영화에서 보던 것들 직접 씹고 뜯고 맛보고 즐겨야지 지겨워진 3d  난 원래 더 많은 것을 원해 시간 아까워서 잠에게는 미안하단 말을 건네 할 일이 많아 라고 불평하지 않아 할 일이 많아 라고 변명하지 않아 할 일이 많아 라고 핑계 대지 않아 그 대신 동네방네 스케줄 자랑  oh imma run far 어디로든 가 신경 쓰지 않아 we go 어디든 날아가 we go 어디든 imma fly all day  oh imma run far 어디로든 가 신경 쓰지 않아 we go 어디든 날아가 we go 어디든 imma fly all day  oh imma run far 어디로든 가 신경 쓰지 않아 we go  
71,wow,  got me trippin like  silence silence 너를 본 순간 silence 내 주윈 전부 너 말곤 fade out confused confused 말을 걸긴 어려워 내가 알던 너완 달라서  time flies by without me even knowin looking at your photos on the net youre glowin 내가 처음 바라본 얼굴 맞나 계속 뭔가 달라 just wanna get along with you 180도 색다른 너 dont need to filter your flaws i wanna catch up to where we left off lets be friends 너와 나  처음과 다른 니 모습에 curious of you 달라진 니 분위기에 curious of you 알 수 없는 내 기분 mysterious of you 니가 나를 쳐다보는 그 눈빛에 let me say wow  got me trippin like wow wow 확 달라진 your vibe got me trippin like wow wow wow 가고 싶어 your mind got me trippin like wow wow 다가갈 수 있게 알고 싶어 너의 맘 bang bang got me trippin like  마주한 시선 주변은 비네팅 또 달리 보여 yeah ah 피하지 않아 가벼운 미소에 bang bang bang gonna start a fire gonna get hotter 나도 그때의 내가 아닌 걸  different different 분위긴 묘하게 different 조금의 어색함이 채워 our tension closer closer 말을 하면 할수록 closer 내 눈에 니가 close up  처음과 다른 니 모습에 curious of you 달라진 니 분위기에 curious of you 알 수 없는 내 기분 mysterious of you 니가 나를 쳐다보는 그 눈빛에 let me say wow  got me trippin like wow wow 확 달라진 your vibe got me trippin like wow wow wow 가고 싶어 your mind got me trippin like wow wow 다가갈 수 있게 알고 싶어 너의 맘 bang bang got me trippin like  dont worry about it dont you worry about it now dont you worry about it dont you worry now now dont you worry about it dont you worry about it now now 나도 그때의 내가 아닌 걸  just wanna be with you just wanna be with you just wanna be with you just wanna be with you just wanna be with you just wanna be with you 니가 나를 쳐다보는 그 눈빛에 let me say wow wow wow got me trippin like oh yeah got me trippin like woah yeah 알고 싶어 너의 맘 bang bang  
72,myuniverse,  같은 시공간 속을 넘어 낮과 밤 그 틈 사이 너머 한 뼘의 거릴 좁혀 나의 온기를 느껴 이 우주는 너로 채워져 가 점점 더  세상 속을 우주 속을 너로 채워갈래 하나둘 세고서 이제 눈을 떠봐  언제라도 흐린 안개 속 빛이 돼줄게 어디라도 잠시 길을 잃어 쉬고 싶을 때 my universe 닿을 듯 말 듯 한 너와 나의 작은 세상 스쳐 가는 순간 속을 뛰어갈게 찰나 그사이에  대체 나 왜 이럴까 너 땜에 그런 걸까 나의 우주를 밝혀줘 my universe 언제나 너를 향해 찾아갈래 끝까지 살짝 뒤처져도 따라갈게 my universe  달빛의 조명 받아 함께 걷는 밤길 모든 순간이 명장면이라 한 장면도 놓치기 싫은 듯 저 별들은 하나같이 반짝이는 눈빛으로 우리 둘의 모습을 바라보네 네가 웃을 때 피어나는 오로라가 내 주변을 감싸올 때 다 가진 듯해 이 세상을 저 우주 끝까지 난 너만을  세상 속을 우주 속을 너로 채워갈래 하나둘 세고서 이제 눈을 떠봐  언제라도 흐린 안개 속 빛이 돼줄게 어디라도 잠시 길을 잃어 쉬고 싶을 때 my universe 닿을 듯 말 듯 한 너와 나의 작은 세상 스쳐 가는 순간 속을 뛰어갈게 찰나 그사이에  woah woah 넓고 넓은 이 우주 안에 너 하나로 충분해 무중력에 있듯 기분은 또 들뜨네 woah woah 너의 손을 잡고 어디든 걸을 때 전부를 다 가진 듯해  언제라도 흐린 안개 속 빛이 돼줄게 어디라도 잠시 길을 잃어 쉬고 싶을 때 my universe 닿을 듯 말 듯 한 너와 나의 작은 세상 스쳐 가는 순간 속을 뛰어갈게 찰나 그사이에  대체 나 왜 이럴까 너 땜에 그런 걸까 나의 우주를 밝혀줘 my universe 언제나 너를 향해 찾아갈래 끝까지 살짝 뒤처져도 따라갈게 my universe  
73,allin, iromanized  ah 2020 were gonna get em stray kids in the building were gonna go all in just do whatever we want holla at yall ey lets go  toba suze haji kara dekkaku zettai nogasenai game plan tomerarete mo we gon break that cant even take that dekinai step down tatoe kabe ni butsukarou to kowaretemiru made wakaranai mata suriru motome flow subete wo toujiru itsu datte kawaranai  tada tada fura fura fura dara dara dara kurashi tada jikan dake muda muda muda thats why you hinshuku kurau imi nai sonna jikan ni clap oh sono yume grab oh dekinai mama nigedasu mae ni we shot em and we blow em down  subete wo kakeru sore ga kotae kesenai mouko no mune no honoo tatoe kono mi kogashi moetsukiru toshite mo boku no jisho no naka ni  stop no kensaku kekka ga arimasen what  all in saa buppanase now all in saa buppanase now tereteinai de nanana jiyuu ni yatte lalala all in ah ah ah ah  stand up and show your skills you know the drill saigo made just keep it trill thats how we deal sometimes you feel like giving up saigo made bure nai de taete ima kaeteku junjo 180° we turn the tables  like ehh sukina you tanoshime like ehh do it do it whoo shippai dont give a thang kono mama we bang i do it with my gang te wo kazashi shoot em and we blow em down  subete wo kakeru sore ga kotae kesenai mouko no mune no honoo tatoe kono mi kogashi moetsukiru toshite mo boku no jisho no naka ni  stop no kensaku kekka ga arimasen what  all in saa buppanase now all in saa buppanase now tereteinai de nanana jiyuu ni yatte lalala all in ah ah ah ah  yatto yatto tadori tsuite oete mo hey hey hey oh why yosougai na yotei mite reset this game whoa ow  nani ga arou ga mou nayami wa sute hima nankanai kara tada susumeru nani ga tadashikute machigaina no ka handan shite pour up butsukeru hanasanai tazuna yume dake oitsuzukeru hanta aint nobody do it like me tomaru made owaranai mata arata ni hajimeru  stop no kensaku kekka ga arimasen what ow  saa buppanase now ah ah ah saa buppanase now tereteinai de nanana jiyuu ni yatte lalala all in ah ah ah ah  ijapanese  ah 2020 were gonna get em stray kids in the building were gonna go all in just do whatever we want holla at yall ey lets go  トバすぜ 端からでっかく 絶対逃せない game plan 止められても we gon break that cant even take that できない step down 例え壁にぶつかろうと 壊れてみるまでわからない またスリル求め flow 全てを投じる いつだって変わらない  ただ ただ フラ フラ フラ ダラ ダラ ダラ 暮らし ただ時間だけ無駄 無駄 無駄 thats why you ひんしゅく喰らう 意味ないそんな時間に clap oh その夢 grab oh 出来ないまま逃げ出す前に we shoot em and we blow em down  全てをかける それが答え 消せない もうこの胸の炎 例えこの身 焦がし燃え尽きるとしても 僕の辞書の中に  stopの検索結果がありません。  what  all in さあ ぶっぱなせ now all in さあ ぶっぱなせ now 照れていないで nanana 自由にやって lalala all in ah ah ah ah  stand up and show your skills you know the drill 最後まで just keep it trill thats how we deal sometimes you feel like giving up  最後までブレないで耐えて 今変えてく順序 180° we turn the tables  like ehh 好きな様 楽しめ like ehh do it do it whoo  失敗 dont give a thang このまま we bang i do it with my gang  手をかざし shoot em and we blow em down  全てをかける それが答え 消せない もうこの胸の炎 例えこの身 焦がし燃え尽きるとしても 僕の辞書の中に  stopの検索結果がありません。  what  all in さあ ぶっぱなせ now all in さあ ぶっぱなせ now  照れていないで nanana 自由にやって lalala all in ah ah ah ah  やっと やっと 辿りついて 終えても hey hey hey oh why 予想外な予定見て reset this game whoaow  何があろうが もう悩みは捨て 暇なんかないからただ進める 何が正しくて間違いなのか 判断して pour up ぶつける 離さない手綱 夢だけ追い続けるハンター aint nobody do it like me 止まるまで 終わらないまた新たに始める  stopの検索結果がありません。  what  さあ ぶっぱなせ now さあ ぶっぱなせ now 照れていないで nanana 自由にやって lalala all in ah ah ah ah 
